Customer,ATM ID,Address,City,Site,Start Date Time,Action Code,Status Code,Status Description,Comments,Reference Number,Ticket ID
Oki - BNRMs for SBI           ,L011510621,SBI TIRWA KHAS DIST KANNAUJ                       ,TIRWA               ,ONSITE                        ,29/10/2022 08:36:00,34,331261,ATM has been DISCONNECTED                                                                           ,"10/29/2022  09:38  RRP Ticket has been Informed  to Branch person 8429532656  for FLM activity
",informed       ,183920423
Oki - BNRMs for SBI           ,L011534623,BALLYGUNGEPARK KOLKATAA                           ,KOLKATA             ,ONSITE                        ,27/10/2022 14:26:00,6,331516,SLM -Receipt Printer                                                                                ,"10/29/2022  01:33  RR  ^Slm on the way
10/28/2022  07:29  RR  ^TO 10/27/2022  14:27  SGP RP roll need to be replenish by engineer instructed by oki Harpreet sir BP  9903581894   T10272022563718680
",replenish      ,183898627
Oki - BNRMs for SBI           ,L011557622,SRINIVASA NAGAR                                   ,TIRUCHIRAPALLI      ,ONSITE                        ,29/10/2022 00:09:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:31  RRP Ticket has been Informed  to Branch person 9445861812  for FLM activity
",informed       ,183917571
Oki - BNRMs for SBI           ,L011939621,ANTHIYUR                                          ,ERODE               ,ONSITE                        ,27/10/2022 13:47:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:00  RR  ^TO 10/28/2022  09:59  SL  @ Logs share to office wait for analysis.cassette replaced done cassette config done both transaction done all image attached
10/28/2022  06:57  RR  ^Logs share to office wait for analysis.cassette replaced done cassette config done both transaction done all image attached
10/27/2022  15:04  SP  ENGINEER ON THE WAY TO SITEHE WILL REACH THE SITE TODAY 27-10-22 AT 17.30 HRS 
10/27/2022  13:47  SL  @ Brief problem Description :As per branch person 7736474002 cash acceptor issue at site with engineer 7823942010 Branch Contact 7736474002      Engineer Contact : 7823942010    Branch Availability till today 6pm   Fault in ESQ :CardReaderErroR ExclusiveLocalErro InSupervisory CashAcceptorFaults Machine Status :DOWN #T10112022554474205 
",563678210      ,183898158
Oki - BNRMs for SBI           ,L012221623,LUCKNOW MAIN BRANCH                               ,LUCKNOW             ,ONSITE                        ,28/10/2022 17:25:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/29/2022  01:00  RR  &Tomorrow morning attend the site the 11:30am and ETA has been updated by OIPL - CE VIRENDRA PANDEY 28/10/2022 20:55:00
10/28/2022  17:25  ST   As per branch person 7905487694 call been logged for cdf issue getting error code 04-9099 brnach taken support from engineer 2.  OKI SLM: Mr. Virendra Pandey, Mob: 7985323080 NCR tried to call engineer sevaral time but no gets busy --St   Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact :    7905487694   Engineer Contact :    7985323080      Branch Availability :9-6 PM ;Fault in ESQ : CashAcceptorFaults ; Machine Status :Down T10282022564074870
",564074870      ,183915051
Oki - BNRMs for SBI           ,L012221696,SUBZI MANDI SECTOR                                ,LUCKNOW             ,ONSITE                        ,27/10/2022 18:37:00,4,331283,Local Leased line problem                                                                           ,"10/28/2022  13:16  SGP As discussed with CMF 94157 89773  as per him branch connectiivty is down today is branch  is closed they are are trying to resolve at earliest 
10/28/2022  12:44  SGP  As discussed with CMF 94157 89773  to arrange flm visit asap as per him CAC team is on the way to route will attend the site asap 
10/28/2022  11:31  SGP As discussed with CMF 94157 89773  to arrange flm visit asap 
10/28/2022  08:40  SNP Ticket has been Informed to Branch person 9415545820 for FLM activity
",NETWORK        ,183902535
Oki - BNRMs for SBI           ,L012369622,SUTRAGARH                                         ,NADIA               ,ONSITE                        ,27/10/2022 14:14:00,6,331516,SLM -Receipt Printer                                                                                ,"10/29/2022  01:32  RR  ^ENGINEER NEED TO ATTEND THE SITE FOR RP REPLENISH
10/28/2022  07:29  RR  ^TO 10/27/2022  14:15  SGP RP roll need to be replenish by engineer instructed by oki Harpreet sir BP 8001196627  T10272022563712413
",replenish      ,183898522
Oki - BNRMs for SBI           ,L012383621,BANKRA BIRATI                                     ,BARASAT (M)         ,ONSITE                        ,21/10/2022 12:37:00,6,331516,SLM -Receipt Printer                                                                                ,"10/29/2022  01:32  RR  ^Roll need to be replenish by engineer as per instructed by oki Harpreet sir BP 9674713994
10/28/2022  07:29  RR  ^TO 10/27/2022  07:04  RR  ^Roll need to be replenish by engineer as per instructed by oki Harpreet sir BP 9674713994
10/26/2022  06:55  RR  ^to 10/25/2022  05:04  RR  ^TO10/24/2022  02:06  RR  ^TO 10/23/2022  01:48  RR  ^T 10/22/2022  13:16  MW  TO  10/22/2022  05:51  DR  @ Roll need to be replenish by engineer as per instructed by oki Harpreet sir BP 9674713994
10/21/2022  12:38  SGP Roll need to be replenish by engineer as per instructed by oki Harpreet sir BP 9674713994   T10212022561773928
",replenish      ,183827105
Oki - BNRMs for SBI           ,L012386621,BALGONA                                           ,BURDWAN             ,ONSITE                        ,26/10/2022 17:45:00,6,331516,SLM -Receipt Printer                                                                                ,"10/29/2022  01:32  RR  ^TO 10/28/2022  07:29  RR  ^TO 10/27/2022  07:04  RR  ^TO 10/26/2022  17:45  SGP RP Roll need to be replenish by engineer instructed by oki harpreet BP  7001990560   T10262022563442164

",replenish      ,183887910
Oki - BNRMs for SBI           ,L012415621,HILI                                              ,DAKSHIN DINAJ       ,ONSITE                        ,22/10/2022 09:21:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/29/2022  09:16  MM  There is Admin card issue (Card is damaged) also Admin card not Available in branch hence required new card Discussed with LHO Aarpana Madam She said We have dispatch it will be take 10-15 Days to get the card | Same intimated to CMLCC Joseph sir earliest resolution.
10/28/2022  09:33  MM  There is Admin card issue (Card is damaged) also Admin card not Available in branch hence required new card Discussed with LHO Aarpana Madam She said We have dispatch it will be take 10-15 Days to get the card | Same intimated to CMLCC Joseph sir earliest resolution.
10/27/2022  09:18  MM  There is Admin card issue (Card is damaged) also Admin card not Available in branch hence required new card Discussed with LHO Aarpana Madam She said We have dispatch it will be take 10-15 Days to get the card | Same intimated to CMLCC Joseph sir earliest resolution.
10/26/2022  09:21  MM  There is Admin card issue (Card is damaged) also Admin card not Available in branch hence required new card Discussed with LHO Aarpana Madam She said We have dispatch it will be take 10-15 Days to get the card | Same intimated to CMLCC Joseph sir earliest resolution.
10/25/2022  16:04  MM  There is Admin card issue (Card is damaged) also Admin card not Available in branch hence required new card Discussed with LHO Aarpana Madam She said We have dispatch it will be take 10-15 Days to get the card | Call to CMLCC Joseph sir but but unable to get through same email send.
10/25/2022  13:40  MM  As Discussed with CMF- Jayanta Sir 8371881543 Machine kept inactive due to Admin card issue he arranging card today for earliest resolution.
10/25/2022  09:25  MM  As Discussed with CMF- Jayanta Sir 8371881543 Machine kept inactive due to Admin card issue he arranging card after branch open on Tuesday 25 Oct due to Bank holiday.
10/24/2022  15:21  SGP  As Discussed with CMF- Jayanta Sir 8371881543 Machine kept inactive due to Admin card issue he arranging card after branch open on Tuesday 25 Oct due to Bank holiday.
10/22/2022  09:21  MM  As Discussed with CMF- Jayanta Sir 8371881543 Machine kept inactive due to Admin card issue he arranging card after branch open on Tuesday 25 Oct due to Bank holiday.",admin card issu,183840768
Oki - BNRMs for SBI           ,L012478621,ARACHALUR                                         ,ERODE               ,ONSITE                        ,27/10/2022 12:16:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:00  RR  ^TO 10/28/2022  10:31  SL  @ Engineer visit Required ETA Awaited Awaited  Same As discussed with OKI Thatchayini  9360212867 arrange the Same 
10/28/2022  06:58  RR  ^to 10/27/2022  17:33  SP  Spare Required # ( Card Reader )- EDD :28 Oct 2022 17:00Hrs
10/27/2022  15:25  SP  Working in progress 
10/27/2022  13:26  SP  CE DEVENDRAN (7400436481) ( WILL ATTEND THE SITE TODAY 27-10-22 AT 16.00 HRS DUE TO PREOCCUPIED SLM CALL
10/27/2022  12:17  ST   As per branch person 9952135959 call been logged for cdf issue same been discussed with  engineer JOHN(9136604867)  --St     Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact :      Engineer Contact :         Branch Availability :9-6 PM ;Fault in ESQ : CashAcceptorFaults ; Machine Status :Down T10272022563647896
",563647896      ,183896774
Oki - BNRMs for SBI           ,L012701621,SECTORE 11 KALAMBOLI TAL                          ,PANVEL              ,ONSITE                        ,29/10/2022 00:05:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:16  SD  Ticket has been Informed  to Branch person 7893840253  for FLM activity
",INFORMED       ,183917548
Oki - BNRMs for SBI           ,L012716622,BHONGIR                                           ,NALGONDA            ,ONSITE                        ,29/10/2022 08:36:00,8,330415,Encryptor: Error                                                                                    ,"10/29/2022  09:27  SD  Ticket has been Informed  to Branch person 7093319636  for FLM activity
",INFORMED       ,183920415
Oki - BNRMs for SBI           ,L012723622,ALLIGUDEMSBI  MARKET YARD                         ,TADEPALLIGUDE       ,ONSITE                        ,28/10/2022 21:07:00,7,330436,Mode switch moved to Supervisor                                                                     ,"10/29/2022  08:46  AS  as^Ticket has been Informed  to Branch person 9390664720  for FLM activity
",informed       ,183917019
Oki - BNRMs for SBI           ,L012723622,ALLIGUDEMSBI  MARKET YARD                         ,TADEPALLIGUDE       ,ONSITE                        ,28/10/2022 21:07:00,34,331261,ATM has been DISCONNECTED                                                                           ,"a10/29/2022  08:49  AS  s^Ticket has been Informed  to Branch person 9390664720  for FLM activity
",informed       ,183917020
Oki - BNRMs for SBI           ,L012743622,SBI AVANIPURAM ONSITE                             ,MADURAI SOUTH       ,ONSITE                        ,19/10/2022 11:14:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:01  RR  ^TO 10/28/2022  10:32  SL  @ Spare Required # ( Card Reader )ETA Awaited Awaited  Same As discussed with OKI Thatchayini  9360212867 arrange the Same 
 10/28/2022  06:59  RR  ^TO 10/27/2022  15:12  SP  Spare Required # ( Card Reader )-ETA Expired - Escalated to OKI Project Thatchayini will  arrange closure at earliest
10/27/2022  10:33  SL  @ Spare Required # ( Card Reader )ETA Awaited Same As discussed with OKI Team Ms Saira arrange the ETA Soon 1
0/27/2022  07:05  RR  ^TO 10/26/2022  13:18  SL  @ There is no further update  in STC Same As discussed with OKI Thatchayini  9360212867 do the need full 
10/26/2022  11:00  SL  @ Spare Required # ( Card Reader )-ESame As discussed with RTS OKI Team Ms Pooja arrange the ETA Soon
10/26/2022  06:56  RR  ^TO 10/25/2022  05:05  RR  ^TO 10/24/2022  02:08  RR  ^TO 10/23/2022  12:45  SP  Spare Required # ( Card Reader )-Escalated to Project Madhavan Sir to arrange current updates will get this check same email sent.
10/23/2022  01:50  RR  ^TO 10/22/2022  13:08  MW  TO 10/21/2022  15:33  SL  @ Thre is no further update Same  As discussed with OKI Team Ms Roshami  arrange the ETA Soon 
10/21/2022  11:13  SP  Spare Required # ( Card Reader )-Escalated to OEM OKI Project Thatchayini will arrange to get this update/closure ASAP
10/21/2022  02:48  DR  TO 10/20/2022  16:27  SL  @ ETA Awaited As discussed with OKI Team Manager Mr Prashant Sangare arrange the ETA Soon 
10/20/2022  10:09  SL  @ Spare Card Reader Required # Card reader  ,EDD :20 Oct 2022 11:00:00
10/20/2022  04:53  DR  @ Spare Card Reader Required # Card reader head worn Out so Arranging the card reader for this site
10/19/2022  17:17  SL  @ SLM WIP 
10/19/2022  16:00  SL  @ Reached the site. Custodian occupied in banking activities. Waiting for access.
10/19/2022  13:00  SL  @ Engineer visit Required ETA Awaited As discussed with RTS Team Ms Saira rrange the ETA  as soon as possible 
10/19/2022  11:14  SL  @ Brief problem Description :As per branch person 9445863135  cash acceptor issue at site with engineer9987707633  Branch Contact :9445863135    Engineer Contact : 9987707633      Branch Availability Availability on till 6pm Fault in ESQ :CardReaderErroR ExclusiveLocalErro InSupervisory CashAcceptorFaults Machine Status :DOWN # T10192022559597677
",59597677       ,183797067
Oki - BNRMs for SBI           ,L012759622,ARUMUGANERI                                       ,TUTICORIN           ,ONSITE                        ,26/10/2022 15:14:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:01  RR  ^TO 10/28/2022  13:03  SL  @ Spare Required # CABINET SHUTTER ETA 28-10-22 AT 17.00 HRS
10/28/2022  10:32  SL  @ Spare Required # CABINET SHUTTER ETA 28-10-22 AT 17.00 HRS
10/28/2022  06:59  RR  T^TO 10/27/2022  13:50  SP  Spare Required # ( Cabinet Shutter )- SPARE ARRENGING FROM MADURAI HUB . SPARE ETA TOMORROW 28-10-22 AT 17.00 HRS 
10/27/2022  12:43  SP  SUPPORT IN PROGRESS
10/27/2022  11:35  SP  CE SAKTHIKUMAR K (7708463032) WORKING ON SITE
10/27/2022  10:17  SL  @ Engineer visit Required ETA 10:30 
10/27/2022  07:05  RR  ^Discussed with channel manager ce attend the site tomorrow 27/10/22 and ETA has been updated by BTS - CE SAKTHIKUMAR K 27/10/2022 13:00:00
10/26/2022  17:50  SL  @  Engineer will attn the site at 18:00hrs
10/26/2022  16:33  SL  @ primary engineer working on T10232022562259213secondary engineer working on T10202022561552321this slm call once completed that call engineer will attn the site at 18:00hrs
10/26/2022  16:21  SL  @ As per OKI Team Remarsk Engineer  Waiting for Accseptance 
10/26/2022  15:14  ST   As per branch person 9445863271 call been logged for cdf issue same been discussed with engieer 7708463032 ---ST   Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact : 9445863271      Engineer Contact :    7708463032      Branch Availability :9-6 PM ;Fault in ESQ : CashAcceptorFaults ; Machine Status :Down T10262022563369156
",563369156      ,183885553
Oki - BNRMs for SBI           ,L012794623,KUTHALAM                                          ,KUTHALAM            ,ONSITE                        ,26/10/2022 18:09:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:01  RR  ^Send By UDAYA KUMAR On 27 Oct 2022 13:15:00 ,Delivery Persons Name : SURESH ,Delivery Persons Contact Number : 9041299989,EDD :29 Oct 2022 14:00:00
10/28/2022  10:33  SL  @ Spare Required # ( Card Reader )ETA Awaited  Same As discussed with OKI Thatchayini  9360212867 arrange the Same 
10/28/2022  06:59  RR  ^Send By UDAYA KUMAR On 27 Oct 2022 13:15:00 ,Delivery Persons Name : SURESH ,Delivery Persons Contact Number : 9041299989,EDD :29 Oct 2022 14:00:00
10/27/2022  14:02  SP  Spare Required # ( Cassette )- EDD :29 Oct 2022 14:00Hrs
10/27/2022  11:37  SP  Working in site and ETA has been updated by BTS - CE JAYAPRAKASH T 27/10/2022 12:00:00
10/27/2022  10:34  SL  @ Spare Required # ( Card Reader )ETA Awaited Same As discussed with OKI Team Ms Saira arrange the ETA Soon 
10/27/2022  07:06  RR  ^assigned
10/26/2022  18:09  SNP As per Branch Person 9442111135 there is DISPENSER FAULT [CASSETTES FAULTY] in ATM and they did the FLM with Engineer, OKI Engineer Jayaprakash - 8754279907 confirmed the same # Docket Number : T10262022563447960
",563447960      ,183888199
Oki - BNRMs for SBI           ,L012815621,RAMGARH BAZAR                                     ,RAMGARH             ,ONSITE                        ,24/10/2022 13:53:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/29/2022  01:01  RR  ^AS PER MAIL RECEIVED FROM YCH SUBHASIS SPARE IS IN TRANSIT SPARE ETA IS 31 OCT 22 16:00 AGREED ETA IS NBD+1 16:00 Hrs
10/28/2022  13:40  EP  As per OKI Harpreet he called to Dashmi & getting confirmed that spare will delivered today atill 14.30 hrs same informed to OKI RTS Pooja to crosss verify & mail shared
10/28/2022  12:23  EP  Call escalated to OKI Amit & mail shared
10/28/2022  11:40  EP  Call escalated to Saroj for Spare ETA revised & mail shared
10/28/2022  07:00  RR  ^TO 10/27/2022  13:45  EP  Escalated by Shrutika to Harpreet to please intervene and help us to revised the ETA as the ETAs are high. Same details shared to harpreet via watsapp as per harpreet he will take with Dashmi and roy to revised the ETA
10/27/2022  13:30  EP  Spare # Bucket required, Site ETD 28.10.22 & engineer ETA 29.10.22
10/27/2022  07:07  RR  ^AS PER YCH Send By Alok kumar ON 26 Oct 2022 09:10:00 ,Delivery Persons Name : Alok kumar ,Delivery Persons Contact Number : 9135353517,EDD :28 Oct 2022 14:00:00
10/26/2022  15:47  EP  Informed to OKI-RTS Faritha for revised ETA & Informed to OKI Project Amit sir for revised ETA, as per Amit he will check tomorrow for revised ETA
10/26/2022  11:32  EP  Spare # Bucket required at site Send By Alok kumar On 26 Oct 2022 09:10:00 ,Delivery Persons Name : Alok kumar ,Delivery Persons Contact Number : 9135353517,EDD :28 Oct 2022 14:00:00

10/26/2022  07:01  RR  ^TO 10/25/2022  17:56  EP  engineer visited the site in machine found escrow tape misaligned , ce done alignment. while checking deposit cancel, bucket setting error occurring. one month back gears replaced, frame one teeth is damaged. sometimes initial is getting failed with error 0363. site power conditions proper required support engineer bipul/ tss ahmed ,
10/25/2022  15:40  EP  Still CE working at site
10/25/2022  14:27  EP  CE Vipul working at stie
10/25/2022  14:18  EP  Waiting for access
10/25/2022  12:55  EP  ETA revised from now 11 am to 2 pm, escalated to oki Pooja for revised eta
10/25/2022  05:06  RR  ^TO 10/24/2022  16:09  JAS Ce will visit this site tomorrow 25th Oct  @ 11am. Approx travel distance 45km
10/24/2022  13:54  JBP Need to call log for cash acceptor issue branch person Ankita 7004709611 and remote support taken from engineer Shambu 9150092792 same confirmed with engineer Shambu  ,... Docket Number : T10242022562530496",562530496      ,183860719
Oki - BNRMs for SBI           ,L012833621,KANPUR JHANSHI HIGHWAY AIT                        ,JALAUN              ,ONSITE                        ,28/10/2022 19:03:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/29/2022  01:01  RR  ^Site visit before 2 month with support l2 but issue not resolved properly on site inform to tss mukesh sir please arrange Ru 
10/28/2022  19:08  DR  @ As per Branch Person 7905035726 need to call log for Three pieces & colour full notes are accepting tried calling Engineer  8787027519 for confirmation but no not reachable # SLM Docket :- T10282022564107355
",564107355      ,183916310
Oki - BNRMs for SBI           ,L012839622,SBI MADHAVADAHARA  VISAKH                         ,VISAKHAPATNAM       ,ONSITE                        ,25/10/2022 16:24:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/29/2022  01:02  RR  ^AS PER YCH MAIL SPARE IS DELIVERING AT SITE TOMORROW 29 OCT 22@ 17:00 SAME TRIED TO CALL BTS-SWETHA BUT NO RESPONCE
10/28/2022  07:01  RR  ^TO 10/27/2022  10:57  EP  Spare # Bucket Required, FSL ETA 28 OCT 22@ 17:00 HRS
10/27/2022  07:07  RR  ^AS PER YCH MAIL SPARE IS ARRANGE FROM CHENNAI HUB AGREED FSL ETA 28 OCT 22@ 17:00 HRS NBD + 1 WORKING DAY
10/26/2022  16:04  EP  Send By UDAYA KUMAR ON 26 Oct 2022 14:30:00 ,Delivery Persons Name : SURESH ,Delivery Persons Contact Number : 9041299989,EDD :29 Oct 2022 17:00:00
10/26/2022  13:15  EP  SUPPORT IN PROGRESS
10/26/2022  11:42  EP  ce working on site
10/26/2022  07:01  RR  ^AS DISCUSSED WITH BTS SWETHA TODAY ENGINEER IS READY TO ATTEND THE SITE BUT BANK WAS CLOSED AS PER BTS SWETHA SHE INFORM TO BRANCH TOMMORROW SCHEDULE IS DONE AT 10 AM SAME TIME TIME ENGINEER WILL ATTEND THE SITE
10/25/2022  16:24  SP  #Brief problem Description : As per Branch person:8978804741 ERROR CODE 0363 ENGINER : DURGAPRASAD 7981303945   Branch Contact ::8978804741      Engineer Contact : 7981303945      Branch Availability : AVAILABLE TILL 6PM Fault in ESQ :CashAcceptorFaults   Machine Status : DOWN DOCKET NUMBER :#T10252022562925787 
",562925787      ,183874071
Oki - BNRMs for SBI           ,L012880621,PANACHAVILA                                       ,KOLLAM              ,ONSITE                        ,28/10/2022 19:39:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:10  SD  Ticket has been Informed  to Branch person 9447311884  for FLM activity
",INFORMED       ,183916565
Oki - BNRMs for SBI           ,L012903622,OPPOSITE COLLECTORATE                             ,KARIMNAGAR          ,ONSITE                        ,28/10/2022 22:38:00,47,330334,Reject Bin Overfill                                                                                 ,"10/29/2022  09:14  SD  Ticket has been Informed  to Branch person 9959914664  for FLM activity
",INFORMED       ,183917359
Oki - BNRMs for SBI           ,L012917622,RAMNAGAR SECUNDERABAD                             ,RAMNAGAR            ,ONSITE                        ,18/10/2022 11:34:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:02  RR  ^TO 10/28/2022  14:19  SP   Spare  Required #  (Cassette )- Escalated to OKI Project Babu & Madhavan Sir will get this check and arrange update same mail sent. 
10/28/2022  07:01  RR  ^TO 10/27/2022  07:08  RR  ^TO 10/26/2022  07:03  RR  ^TO 10/25/2022  05:07  RR  ^TO 10/24/2022  02:10  RR  ^TO 10/23/2022  12:38  SP  Spare  Required #  (Cassette )-Escalated to Project Madhavan Sir to arrange current updates will get this check same email sent.
10/23/2022  01:54  RR  6 TO 10/22/2022  13:09  MW  TO  10/21/2022  10:08  SP Spare  Required #  (Casstte )-Escalated to OEM OKI Project Babu will arrange to get this update/closure ASAP
10/21/2022  02:43  DR  TO 10/20/2022  10:40  MW  TO  10/19/2022  04:02  DR  @ Spare Casstte Required # Send By Siraj On 18 Oct 2022 11:15:00 ,Delivery Persons Name : NA ,Delivery Persons Contact Number : NA,EDD :18 Oct 2022 16:00:00
10/18/2022  11:34  MW  Engineer BTS - CE ARFIN SOHERWARDI check out from site : S5NL012917622
10/18/2022  02:31  DR  @ Engineer BTS - CE ARFIN SOHERWARDI check out from site : S5NL012917622
10/17/2022  17:47  SP  Escalated to OKI Prathamesh - Engineer Working on site 
10/17/2022  17:25  SP  ETA has been updated by BTS - CE ARFIN SOHERWARDI 17/10/2022 17:07:00 
10/17/2022  15:56  SP  Brief problem Description : As per branch person : 8977014660 cash acepptor issue remote support done with engineer ARIF :9704879640 confirmation is pensing engineer not responding the call hence logging the call for remote support (sp)   Branch Contact :  8977014660     Engineer Contact ::9704879640     Branch Availability : AVAILABLE TILL 6PM Fault in ESQ : CashAcceptorFaults   Machine Status : DOWN DOCKET NUMBER :#T10172022557521360",557521360      ,183783854
Oki - BNRMs for SBI           ,L012918621,MARKAPUR BAZAR                                    ,PRAKASAM            ,ONSITE                        ,28/10/2022 17:28:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  17:28  SP  As per branch person : 9000662475  machine kept down due to  low availbility same mail sent to bank and it will up by 1 nov 
",LOW AVAILABITY ,183915152
Oki - BNRMs for SBI           ,L012922621,"SBI, SINGARAYAKONDA                               ",SINGARAYAKOND       ,ONSITE                        ,29/10/2022 00:08:00,47,330334,Reject Bin Overfill                                                                                 ,"10/29/2022  09:24  SD  Ticket has been Informed  to Branch person 9000662476  for FLM activity
",INFORMED       ,183917568
Oki - BNRMs for SBI           ,L012947623,QUTUBULLAPUR BRANCH                               ,RANGAREDDY          ,ONSITE                        ,20/10/2022 20:06:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:02  RR  ^Visit the site , found admit card issue customer card is working , bank not giving acess call reschedule for Monday
10/28/2022  14:19  SP  Escalated to OKI Project Babu & Madhavan Sir will get this check and arrange update same mail sent. 
10/28/2022  07:01  RR  ^TO 10/27/2022  07:09  RR  ^Engineer BTS - CE KURUKUNDU RAJASEKHAR check out from site : S5NL012947623
10/26/2022  07:04  RR  ^TO 10/25/2022  05:08  RR  ^TO 10/24/2022  02:11  RR  ^TO 10/23/2022  12:38  SP  Engineer ETA Awaited--Escalated to Project Madhavan Sir to arrange current updates will get this check same email sent.
10/23/2022  01:54  RR  ^ T 10/22/2022  13:09  MW  TO 10/21/2022  10:09  SP   Engineer ETA Awaited -Escalated to OEM OKI Project Babu will arrange to get this update/closure ASAP
10/21/2022  03:00  DR  @ Engineer BTS - CE KURUKUNDU RAJASEKHAR check out from site : S5NL012947623
10/20/2022  20:12  SNP REOPENING CALL AS THE ISSUE STILL NOT RESOLVED 
10/06/2022  12:46  SP  Engineer ETA Awaited --Escalated to OKI Project Babu will take up with concern and arrange to get this update ASAP
10/06/2022  02:16  SNP Engineer BTS - CE KURUKUNDU RAJASEKHAR check out from site : S5NL012947623
10/05/2022  02:31  SNP Engineer BTS - CE KURUKUNDU RAJASEKHAR check out from site : S5NL012947623
10/04/2022  10:13  AC  TO 10/04/2022  01:41  SNP Engineer BTS - CE KURUKUNDU RAJASEKHAR check out from site : S5NL012947623
10/03/2022  09:57  AC  TO 10/03/2022  01:40  SNP Engineer BTS - CE KURUKUNDU RAJASEKHAR check out from site : S5NL012947623
10/02/2022  02:27  RC  Engineer BTS - CE KURUKUNDU RAJASEKHAR check out from site : S5NL012947623
10/01/2022  11:26  SP  Slm on the way
10/01/2022  02:29  RC  call assigned
09/30/2022  09:49  AC  TO 09/30/2022  03:45  RC  call assigned
09/29/2022  13:26  AC  SLM Ce will visit this site tomorow \ atm is operational 

09/29/2022  10:51  ST   As per branch person 9666158748 call been logged for  admin card issue  same been discussed with engineer Eng contacted : Mr. Sateesh. Mob - 7823942036 --ST Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact :9666158748       Engineer Contact :7823942036    Branch Availability :9-6 PM ;Fault in ESQ : NA; Machine Status UP  T09292022546579408
",546579408      ,183819073
Oki - BNRMs for SBI           ,L012947623,QUTUBULLAPUR BRANCH                               ,RANGAREDDY          ,ONSITE                        ,28/10/2022 21:39:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:25  RRP Ticket has been Informed  to Branch person 9949395022  for FLM activity
",informed       ,183917162
Oki - BNRMs for SBI           ,L012948622,SBI PANTAKALUVA ROAD                              ,VIJAYAWADA          ,ONSITE                        ,29/10/2022 00:06:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:23  SD  Ticket has been Informed  to Branch person 9441942007  for FLM activity
",INFORMED       ,183917550
Oki - BNRMs for SBI           ,L012996621,AMILA                                             ,AMILA               ,ONSITE                        ,29/10/2022 08:37:00,34,331261,ATM has been DISCONNECTED                                                                           ,"10/29/2022  09:38  RRP Ticket has been Informed  to Branch person 9919400928  for FLM activity
",informed       ,183920428
